,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
4469,4263.2,15.0,38.0,6,25.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,16.0,Completed class III,Completed class IV,Yes,Other wage labor (specify),No,3.0,2.0,0.0,10000.0,5000.0,50000.0,0.0,500.0,1000.0,The girl herself wanted to marry,,,15.0,42.0,,4263.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4470,4264.0,8.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,4264,BIHS and additional hhs for FTF,Round 3 (2018-19)
4471,4265.0,9.0,8.0,3,22.0,13.0,Completed class VII,Completed class VII,Completed class V,Completed class V,18.0,Never attended school,Never attended school,Yes,Hair cutter,Yes,2.0,0.0,45000.0,75000.0,12000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,21.0,,4265,BIHS and additional hhs for FTF,Round 3 (2018-19)
4472,4266.0,10.0,30.0,2,25.0,12.0,Completed class VII,Completed class VII,Never attended school,Never attended school,15.0,SSC/ Dakhil,Completed class V,Yes,Medium trader (shop or small store),Yes,1.0,2.0,0.0,33000.0,5000.0,50000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,10.0,35.0,,4266,BIHS and additional hhs for FTF,Round 3 (2018-19)
4473,4267.1,9.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,,4267.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4474,4267.2,3.0,2.0,2,20.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,15.0,SSC/ Dakhil,Completed class V,Yes,Medium trader (shop or small store),Yes,1.0,2.0,0.0,50000.0,24000.0,200000.0,0.0,0.0,0.0,The girl herself wanted to marry,,,3.0,10.0,,4267.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4475,4268.0,9.0,16.0,5,20.0,12.0,Completed class VI,Completed class VI,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Driver of motor vehicle,Yes,1.0,2.0,0.0,55000.0,12000.0,80000.0,0.0,700.0,0.0,Not applicable; she was married after turning 18,,,9.0,23.0,,4268,BIHS and additional hhs for FTF,Round 3 (2018-19)
4476,4269.0,8.0,48.0,4,25.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,17.0,Never attended school,Never attended school,No,,Yes,3.0,1.0,0.0,20000.0,56000.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,55.0,,4269,BIHS and additional hhs for FTF,Round 3 (2018-19)
4477,4270.0,8.0,46.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,47.0,,4270,BIHS and additional hhs for FTF,Round 3 (2018-19)
4478,4271.0,9.0,50.0,7,26.0,14.0,Completed class VII,Completed class VII,Completed class VIII,Completed class VIII,23.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,3.0,1.0,0.0,50000.0,32000.0,150000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,0.0,,4271,BIHS and additional hhs for FTF,Round 3 (2018-19)
4479,4272.0,4.0,51.0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,52.0,,4272,BIHS and additional hhs for FTF,Round 3 (2018-19)
4480,4274.0,15.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,,4274,BIHS and additional hhs for FTF,Round 3 (2018-19)
4481,4275.0,9.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,,4275,BIHS and additional hhs for FTF,Round 3 (2018-19)
4482,4276.0,9.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,,4276,BIHS and additional hhs for FTF,Round 3 (2018-19)
4483,4277.0,8.0,46.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,46.0,,4277,BIHS and additional hhs for FTF,Round 3 (2018-19)
4484,4278.0,8.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,,4278,BIHS and additional hhs for FTF,Round 3 (2018-19)
4485,4279.0,12.0,52.0,0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,52.0,,4279,BIHS and additional hhs for FTF,Round 3 (2018-19)
4486,4281.0,9.0,31.0,7,17.0,11.0,Completed class V,Completed class V,Completed class VII,Completed class VII,16.0,Never attended school,Never attended school,Yes,Driver of motor vehicle,Yes,1.0,1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Pressure from relatives,Thought the groom was very good and they might not get such,,9.0,35.0,,4281,BIHS and additional hhs for FTF,Round 3 (2018-19)
4487,4282.0,15.0,38.0,6,23.0,12.0,Completed class III,Completed class III,Completed class III,Completed class III,20.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,5000.0,0.0,6000.0,60000.0,0.0,500.0,3000.0,Not applicable; she was married after turning 18,,,15.0,41.0,,4282,BIHS and additional hhs for FTF,Round 3 (2018-19)
4488,4283.0,8.0,22.0,2,22.0,17.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,18.0,Completed class VIII,Completed class V,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,28.0,,4283,BIHS and additional hhs for FTF,Round 3 (2018-19)
4489,4284.0,10.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,43.0,,4284,BIHS and additional hhs for FTF,Round 3 (2018-19)
4490,4285.0,2.0,29.0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,,4285,BIHS and additional hhs for FTF,Round 3 (2018-19)
4491,4286.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4286,BIHS and additional hhs for FTF,Round 3 (2018-19)
4492,4287.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4287,BIHS and additional hhs for FTF,Round 3 (2018-19)
4493,4288.0,8.0,49.0,4,22.0,12.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,18.0,Completed class II,Completed class II,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,0.0,0.0,50000.0,0.0,700.0,3000.0,Not applicable; she was married after turning 18,,,9.0,0.0,,4288,BIHS and additional hhs for FTF,Round 3 (2018-19)
4494,4288.0,,,12,22.0,13.0,Completed class VIII,Completed class VIII,Completed class II,Completed class II,18.0,Completed class III,Completed class IV,Yes,Share cropper/tenant,Yes,2.0,1.0,0.0,22000.0,5000.0,150000.0,0.0,800.0,5000.0,Not applicable; she was married after turning 18,,,,,,4288,BIHS and additional hhs for FTF,Round 3 (2018-19)
4495,4288.0,,,14,22.0,12.0,Completed class IX,Completed class VIII,HSC/Alim,HSC/Alim,17.0,Completed class III,Never attended school,Yes,Carpenter,Yes,1.0,3.0,0.0,0.0,0.0,150000.0,0.0,800.0,3500.0,Thought the groom was very good and they might not get such,,,,,,4288,BIHS and additional hhs for FTF,Round 3 (2018-19)
4496,4289.1,9.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,33.0,,4289.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4497,4289.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4289.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4498,4290.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,30.0,,4290,BIHS and additional hhs for FTF,Round 3 (2018-19)
4499,4291.0,3.0,19.0,3,26.0,12.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,14.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,1.0,0.0,52000.0,50000.0,100000.0,0.0,700.0,2000.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,3.0,22.0,,4291,BIHS and additional hhs for FTF,Round 3 (2018-19)
4500,4292.0,11.0,27.0,3,24.0,13.0,Never attended school,Never attended school,Completed class V,Completed class V,13.0,Never attended school,Never attended school,No,,Yes,0.0,2.0,5000.0,15000.0,9000.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,11.0,33.0,,4292,BIHS and additional hhs for FTF,Round 3 (2018-19)
4501,4293.0,11.0,41.0,2,20.0,13.0,Completed class III,Completed class III,Completed class I,Completed class I,12.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,4.0,2.0,0.0,0.0,8000.0,100000.0,0.0,500.0,1500.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,11.0,44.0,,4293,BIHS and additional hhs for FTF,Round 3 (2018-19)
4502,4294.0,9.0,2.0,5,21.0,14.0,Completed class IX,Completed class IX,Completed class III,Completed class III,17.0,Completed class V,Completed class V,Yes,Medium trader (shop or small store),Yes,1.0,2.0,0.0,52000.0,10000.0,200000.0,2000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,10.0,,4294,BIHS and additional hhs for FTF,Round 3 (2018-19)
4503,4295.0,8.0,52.0,2,18.0,13.0,Never attended school,Never attended school,Never attended school,Never attended school,13.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,2.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,Pressure from relatives,"Economic condition was poor to support her (food, education,",,8.0,52.0,,4295,BIHS and additional hhs for FTF,Round 3 (2018-19)
4504,4296.0,8.0,31.0,2,21.0,13.0,Completed class VII,Completed class VII,Never attended school,Never attended school,15.0,Completed class II,Completed class III,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,1200.0,0.0,70000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,35.0,,4296,BIHS and additional hhs for FTF,Round 3 (2018-19)
4505,4297.1,8.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,59.0,,4297.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4506,4297.2,9.0,35.0,6,18.0,13.0,Completed class VII,Completed class VII,Completed class VIII,Completed class VIII,15.0,Completed class V,Completed class III,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Pressure from relatives,,9.0,39.0,,4297.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4507,4298.0,9.0,57.0,5,22.0,12.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,19.0,Completed class IV,Completed class IV,Yes,Medium trader (shop or small store),Yes,1.0,2.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,10.0,9.0,,4298,BIHS and additional hhs for FTF,Round 3 (2018-19)
4508,4298.0,,,8,28.0,14.0,Completed class V,Completed class V,SSC/ Dakhil,SSC/ Dakhil,20.0,Completed class IV,Completed class IV,Yes,Retired,Yes,2.0,3.0,200000.0,200000.0,0.0,200000.0,0.0,2000.0,35000.0,Not applicable; she was married after turning 18,,,,,,4298,BIHS and additional hhs for FTF,Round 3 (2018-19)
4509,4299.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4299,BIHS and additional hhs for FTF,Round 3 (2018-19)
4510,4300.0,14.0,51.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,52.0,,4300,BIHS and additional hhs for FTF,Round 3 (2018-19)
4511,4301.0,8.0,34.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,4301,BIHS and additional hhs for FTF,Round 3 (2018-19)
4512,4302.0,8.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,46.0,,4302,BIHS and additional hhs for FTF,Round 3 (2018-19)
4513,4303.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4303,BIHS and additional hhs for FTF,Round 3 (2018-19)
4514,4304.0,7.0,48.0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,50.0,,4304,BIHS and additional hhs for FTF,Round 3 (2018-19)
4515,4305.0,8.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,4305,BIHS and additional hhs for FTF,Round 3 (2018-19)
4516,4306.0,10.0,21.0,7,25.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,17.0,HSC/Alim,Completed class VIII,Yes,Earth work (govt. program),Yes,2.0,1.0,0.0,0.0,0.0,200000.0,Not applicable,Not applicable,Not applicable,Other,,,10.0,40.0,,4306,BIHS and additional hhs for FTF,Round 3 (2018-19)
4517,4307.0,9.0,1.0,2,25.0,13.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,16.0,HSC/Alim,Completed class IV,Yes,Agricultural day labor,Yes,3.0,1.0,0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,"If the girl gets older, then parents might have to pay highe",,,9.0,10.0,,4307,BIHS and additional hhs for FTF,Round 3 (2018-19)
4518,4308.0,8.0,28.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,4308,BIHS and additional hhs for FTF,Round 3 (2018-19)
4519,4309.0,8.0,34.0,4,22.0,11.0,Completed class VIII,Completed class VIII,SSC/ Dakhil,SSC/ Dakhil,17.0,SSC/ Dakhil,SSC/ Dakhil,Yes,Medium trader (shop or small store),Yes,1.0,0.0,0.0,35000.0,0.0,100000.0,5000.0,3000.0,0.0,She was harassed by local boys/men,,,8.0,39.0,,4309,BIHS and additional hhs for FTF,Round 3 (2018-19)
4520,4310.0,8.0,44.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,4310,BIHS and additional hhs for FTF,Round 3 (2018-19)
4521,4311.0,8.0,14.0,3,28.0,14.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class V,Completed class V,Yes,Working own farm (crop),Yes,4.0,2.0,0.0,50000.0,0.0,100000.0,0.0,1000.0,0.0,Not applicable; she was married after turning 18,,,8.0,34.0,,4311,BIHS and additional hhs for FTF,Round 3 (2018-19)
4522,4311.0,,,9,30.0,16.0,SSC/ Dakhil,SSC/ Dakhil,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,19.0,HSC/Alim,Completed class IX,Yes,Large trader (large shop or whole sale),Yes,5.0,4.0,0.0,100000.0,45000.0,200000.0,200000.0,0.0,0.0,Not applicable; she was married after turning 18,,,,,,4311,BIHS and additional hhs for FTF,Round 3 (2018-19)
4523,4312.0,8.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,51.0,,4312,BIHS and additional hhs for FTF,Round 3 (2018-19)
4524,4313.0,8.0,52.0,4,25.0,12.0,Completed class V,Completed class V,Completed class II,Completed class II,19.0,Completed class III,Completed class V,Yes,Retired,Yes,3.0,4.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,0.0,,4313,BIHS and additional hhs for FTF,Round 3 (2018-19)
4525,4314.0,8.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,4314,BIHS and additional hhs for FTF,Round 3 (2018-19)
4526,4315.0,10.0,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,13.0,,4315,BIHS and additional hhs for FTF,Round 3 (2018-19)
4527,4316.0,8.0,37.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,38.0,,4316,BIHS and additional hhs for FTF,Round 3 (2018-19)
4528,4318.0,8.0,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,38.0,,4318,BIHS and additional hhs for FTF,Round 3 (2018-19)
4529,4319.1,9.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,,4319.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4530,4319.2,8.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,4319.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4531,4320.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4320,BIHS and additional hhs for FTF,Round 3 (2018-19)
4532,4321.0,9.0,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,4321,BIHS and additional hhs for FTF,Round 3 (2018-19)
4533,4322.0,9.0,24.0,3,23.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,17.0,Completed class VII,Completed class V,Yes,Agricultural day labor,Yes,5.0,3.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,26.0,,4322,BIHS and additional hhs for FTF,Round 3 (2018-19)
4534,4322.0,,,6,25.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,16.0,Completed class VII,Completed class VI,Yes,Earth work (other),Yes,3.0,3.0,20000.0,0.0,0.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,,,,4322,BIHS and additional hhs for FTF,Round 3 (2018-19)
4535,4323.0,9.0,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,25.0,,4323,BIHS and additional hhs for FTF,Round 3 (2018-19)
4536,4324.0,9.0,43.0,4,23.0,11.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,18.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,3.0,2.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,44.0,,4324,BIHS and additional hhs for FTF,Round 3 (2018-19)
4537,4325.0,9.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,,4325,BIHS and additional hhs for FTF,Round 3 (2018-19)
4538,4326.0,9.0,21.0,6,26.0,14.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,17.0,HSC/Alim,Completed class IX,Yes,Government/ parastatal,Yes,3.0,4.0,0.0,0.0,0.0,300000.0,1000.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,30.0,,4326,BIHS and additional hhs for FTF,Round 3 (2018-19)
4539,4326.0,,,9,27.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,Completed class VIII,Completed class IX,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,,,,4326,BIHS and additional hhs for FTF,Round 3 (2018-19)
4540,4327.0,14.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,,4327,BIHS and additional hhs for FTF,Round 3 (2018-19)
4541,4328.0,9.0,27.0,4,29.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,3.0,0.0,0.0,0.0,200000.0,0.0,10000.0,0.0,Not applicable; she was married after turning 18,,,9.0,35.0,,4328,BIHS and additional hhs for FTF,Round 3 (2018-19)
4542,4329.0,9.0,34.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,36.0,,4329,BIHS and additional hhs for FTF,Round 3 (2018-19)
4543,4330.0,9.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,31.0,,4330,BIHS and additional hhs for FTF,Round 3 (2018-19)
4544,4331.0,9.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,21.0,,4331,BIHS and additional hhs for FTF,Round 3 (2018-19)
4545,4332.0,9.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,36.0,,4332,BIHS and additional hhs for FTF,Round 3 (2018-19)
4546,4333.0,9.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,30.0,,4333,BIHS and additional hhs for FTF,Round 3 (2018-19)
4547,4334.0,9.0,40.0,5,25.0,13.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,18.0,Completed class IX,Completed class VII,Yes,Small trader (roadside stand or stall),Yes,1.0,5.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,50.0,,4334,BIHS and additional hhs for FTF,Round 3 (2018-19)
4548,4335.0,9.0,18.0,2,30.0,12.0,Never attended school,Never attended school,Never attended school,Never attended school,17.0,Completed class IV,Never attended school,No,,Yes,2.0,7.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,24.0,,4335,BIHS and additional hhs for FTF,Round 3 (2018-19)
4549,4336.0,9.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,32.0,,4336,BIHS and additional hhs for FTF,Round 3 (2018-19)
4550,4337.0,9.0,32.0,4,25.0,13.0,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,17.0,SSC/ Dakhil,Completed class VII,Yes,Government/ parastatal,Yes,2.0,2.0,0.0,25000.0,0.0,300000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,40.0,,4337,BIHS and additional hhs for FTF,Round 3 (2018-19)
4551,4337.0,,,5,27.0,12.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,HSC/Alim,16.0,SSC/ Dakhil,Completed class VII,Yes,Government/ parastatal,Yes,2.0,2.0,0.0,20000.0,0.0,400000.0,0.0,18000.0,0.0,The girl herself wanted to marry,,,,,,4337,BIHS and additional hhs for FTF,Round 3 (2018-19)
4552,4338.0,9.0,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,,4338,BIHS and additional hhs for FTF,Round 3 (2018-19)
4553,4339.0,14.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,56.0,,4339,BIHS and additional hhs for FTF,Round 3 (2018-19)
4554,4340.0,9.0,35.0,9,24.0,12.0,Completed class IV,Completed class IV,Completed class II,Completed class II,16.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,4.0,15000.0,0.0,0.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,38.0,,4340,BIHS and additional hhs for FTF,Round 3 (2018-19)
4555,4341.0,8.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,4341,BIHS and additional hhs for FTF,Round 3 (2018-19)
4556,4342.0,9.0,41.0,7,19.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,17.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,0.0,0.0,100000.0,0.0,8500.0,0.0,"If the girl gets older, then parents might have to pay highe",,,9.0,57.0,,4342,BIHS and additional hhs for FTF,Round 3 (2018-19)
4557,4342.0,,,8,18.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,0.0,1000000.0,0.0,12000.0,0.0,Not applicable; she was married after turning 18,,,,,,4342,BIHS and additional hhs for FTF,Round 3 (2018-19)
4558,4343.0,9.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,45.0,,4343,BIHS and additional hhs for FTF,Round 3 (2018-19)
4559,4344.0,8.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,,4344,BIHS and additional hhs for FTF,Round 3 (2018-19)
4560,4345.0,9.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,,4345,BIHS and additional hhs for FTF,Round 3 (2018-19)
4561,4346.0,8.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,55.0,,4346,BIHS and additional hhs for FTF,Round 3 (2018-19)
4562,4347.0,8.0,47.0,4,25.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,15.0,Completed class IX,Completed class V,No,,Yes,2.0,2.0,0.0,15000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,8.0,52.0,,4347,BIHS and additional hhs for FTF,Round 3 (2018-19)
4563,4349.0,14.0,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,19.0,,4349,BIHS and additional hhs for FTF,Round 3 (2018-19)
4564,4350.0,9.0,4.0,2,27.0,15.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,22.0,Completed class V,Completed class VIII,No,,Yes,1.0,4.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,8.0,,4350,BIHS and additional hhs for FTF,Round 3 (2018-19)
4565,4351.0,9.0,21.0,4,30.0,11.0,MA/MSC and above Kamil,MA/MSC and above Kamil,MA/MSC and above Kamil,MA/MSC and above Kamil,18.0,HSC/Alim,Completed class VIII,Yes,Service (private sector ),Yes,1.0,1.0,0.0,18000.0,32000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,32.0,,4351,BIHS and additional hhs for FTF,Round 3 (2018-19)
4566,4352.0,8.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,46.0,,4352,BIHS and additional hhs for FTF,Round 3 (2018-19)
4567,4353.0,8.0,33.0,4,24.0,11.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,17.0,Completed class II,Completed class IV,Yes,Working own farm (crop),Yes,1.0,3.0,0.0,15000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,8.0,40.0,,4353,BIHS and additional hhs for FTF,Round 3 (2018-19)
4568,4353.0,,,8,24.0,13.0,Completed class VII,Completed class VII,Completed class VII,Completed class VII,17.0,Completed class V,Completed class V,Yes,Fisherman (using non owned/not leased water body),Yes,0.0,5.0,0.0,17000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,,,,4353,BIHS and additional hhs for FTF,Round 3 (2018-19)
4569,4354.0,9.0,39.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,41.0,,4354,BIHS and additional hhs for FTF,Round 3 (2018-19)
4570,4355.0,14.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,,4355,BIHS and additional hhs for FTF,Round 3 (2018-19)
4571,4356.0,8.0,31.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,4356,BIHS and additional hhs for FTF,Round 3 (2018-19)
4572,4357.0,8.0,34.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,35.0,,4357,BIHS and additional hhs for FTF,Round 3 (2018-19)
4573,4358.0,9.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,4358,BIHS and additional hhs for FTF,Round 3 (2018-19)
4574,4359.0,8.0,49.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,50.0,,4359,BIHS and additional hhs for FTF,Round 3 (2018-19)
4575,4360.0,9.0,26.0,4,24.0,13.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,1.0,100000.0,0.0,0.0,150000.0,0.0,13000.0,0.0,Not applicable; she was married after turning 18,,,9.0,36.0,,4360,BIHS and additional hhs for FTF,Round 3 (2018-19)
4576,4361.0,9.0,43.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,44.0,,4361,BIHS and additional hhs for FTF,Round 3 (2018-19)
