,a01,stime_h_xxa,stime_m_xxa,res_id_xxa,consent_xxa,xxa_slno,xxa_pid,xxa_mid,xxa_01,xxa_02,xxa_03,xxa_04,xxa_05,xxa_06,xxa_07,xxa_08,xxa_09,xxa_10,xxa_11,xxa_12,xxa_13,xxa_14,xxa_15a,xxa_15b,xxa_15c,xxa_16,xxa_17a,xxa_17b,xxa_17c,xxa_18a,xxa_18b,xxa_18c,etime_h_xxa,etime_m_xxa,flag,hhid2,hh_type,round
4751,4522.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4522,BIHS households,Round 3 (2018-19)
4752,4523.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4523,BIHS households,Round 3 (2018-19)
4753,4524.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4524,BIHS households,Round 3 (2018-19)
4754,4525.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4525,BIHS households,Round 3 (2018-19)
4755,4526.0,7.0,40.0,2.0,Yes,1,81.0,3.0,25.0,13.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,18.0,HSC/Alim,Completed class IX,Yes,Working own farm (crop),Yes,0.0,1.0,0.0,42000.0,0.0,300000.0,1000.0,40000.0,0.0,Not applicable; she was married after turning 18,,,7.0,48.0,,4526,BIHS households,Round 3 (2018-19)
4756,4527.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4527,BIHS households,Round 3 (2018-19)
4757,4529.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4529,BIHS households,Round 3 (2018-19)
4758,4530.0,8.0,40.0,2.0,Yes,1,81.0,3.0,20.0,12.0,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,17.0,Never attended school,Completed class I,Yes,Rickshaw/van pulling,Yes,0.0,2.0,75000.0,22000.0,10000.0,170000.0,1000.0,0.0,0.0,Out of fear of harassment by boys/men,Marriage proposals were coming for her,,8.0,48.0,,4530,BIHS households,Round 3 (2018-19)
4759,4531.0,8.0,57.0,2.0,Yes,1,81.0,3.0,24.0,12.0,Completed class V,Completed class V,Completed class VII,Completed class VII,17.0,Never attended school,Never attended school,Yes,Other self-employed (specify),No,3.0,3.0,0.0,11000.0,50000.0,100000.0,0.0,500.0,10000.0,The girl herself wanted to marry,,,9.0,2.0,,4531,BIHS households,Round 3 (2018-19)
4760,4532.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4532,BIHS households,Round 3 (2018-19)
4761,4533.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4533,BIHS households,Round 3 (2018-19)
4762,4534.0,8.0,47.0,2.0,Yes,1,81.0,6.0,20.0,13.0,Completed class V,Completed class V,HSC/Alim,HSC/Alim,18.0,Never attended school,Never attended school,Yes,Earth work (govt. program),Yes,2.0,1.0,30000.0,10000.0,3500.0,100000.0,500.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,58.0,,4534,BIHS households,Round 3 (2018-19)
4763,4534.0,,,2.0,Yes,2,82.0,7.0,28.0,12.0,Completed class IX,Completed class IX,Completed class V,Completed class V,16.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,1.0,60000.0,8000.0,3000.0,105000.0,1000.0,0.0,0.0,Marriage proposals were coming for her,,,,,,4534,BIHS households,Round 3 (2018-19)
4764,4535.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4535,BIHS households,Round 3 (2018-19)
4765,4536.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4536,BIHS households,Round 3 (2018-19)
4766,4537.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4537,BIHS households,Round 3 (2018-19)
4767,4538.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4538,BIHS households,Round 3 (2018-19)
4768,4539.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4539,BIHS households,Round 3 (2018-19)
4769,4540.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4540,BIHS households,Round 3 (2018-19)
4770,4541.0,8.0,48.0,2.0,Yes,1,81.0,3.0,30.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,1.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,54.0,,4541,BIHS households,Round 3 (2018-19)
4771,4542.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4542,BIHS households,Round 3 (2018-19)
4772,4543.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4543,BIHS households,Round 3 (2018-19)
4773,4544.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4544,BIHS households,Round 3 (2018-19)
4774,4545.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4545,BIHS households,Round 3 (2018-19)
4775,4546.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4546.1,BIHS households,Round 3 (2018-19)
4776,4546.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4546.2,BIHS households,Round 3 (2018-19)
4777,4547.0,8.0,57.0,2.0,Yes,1,81.0,3.0,26.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,19.0,Completed class IV,Completed class V,Yes,Working own farm (crop),Yes,1.0,0.0,100000.0,35000.0,45000.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,1.0,,4547,BIHS households,Round 3 (2018-19)
4778,4548.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4548,BIHS households,Round 3 (2018-19)
4779,4549.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4549,BIHS households,Round 3 (2018-19)
4780,4550.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4550,BIHS households,Round 3 (2018-19)
4781,4551.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4551,BIHS households,Round 3 (2018-19)
4782,4552.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4552,BIHS households,Round 3 (2018-19)
4783,4553.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4553,BIHS households,Round 3 (2018-19)
4784,4555.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4555,BIHS households,Round 3 (2018-19)
4785,4556.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4556,BIHS households,Round 3 (2018-19)
4786,4557.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4557,BIHS households,Round 3 (2018-19)
4787,4558.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4558,BIHS households,Round 3 (2018-19)
4788,4559.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4559,BIHS households,Round 3 (2018-19)
4789,4560.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4560,BIHS households,Round 3 (2018-19)
4790,4561.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4561,BIHS households,Round 3 (2018-19)
4791,4562.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4562,BIHS households,Round 3 (2018-19)
4792,4563.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4563.1,BIHS households,Round 3 (2018-19)
4793,4563.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4563.2,BIHS households,Round 3 (2018-19)
4794,4564.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4564,BIHS households,Round 3 (2018-19)
4795,4565.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4565,BIHS households,Round 3 (2018-19)
4796,4566.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4566,BIHS households,Round 3 (2018-19)
4797,4567.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4567,BIHS households,Round 3 (2018-19)
4798,4568.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4568,BIHS households,Round 3 (2018-19)
4799,4569.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4569,BIHS households,Round 3 (2018-19)
4800,4570.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4570,BIHS households,Round 3 (2018-19)
4801,4571.0,8.0,55.0,2.0,Yes,1,81.0,3.0,17.0,13.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,16.0,Completed class V,Completed class VIII,Yes,Medium trader (shop or small store),Yes,1.0,0.0,0.0,0.0,40000.0,200000.0,0.0,0.0,0.0,She was harassed by local boys/men,,,9.0,3.0,,4571,BIHS households,Round 3 (2018-19)
4802,4572.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4572.1,BIHS households,Round 3 (2018-19)
4803,4572.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4572.2,BIHS households,Round 3 (2018-19)
4804,4572.3,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4572.3,BIHS households,Round 3 (2018-19)
4805,4573.0,8.0,46.0,2.0,Yes,1,81.0,3.0,16.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,13.0,Completed class VI,Completed class V,Yes,Rickshaw/van pulling,Yes,2.0,1.0,0.0,45000.0,83000.0,100000.0,0.0,0.0,0.0,The girl herself wanted to marry,,,8.0,52.0,,4573,BIHS households,Round 3 (2018-19)
4806,4574.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4574,BIHS households,Round 3 (2018-19)
4807,4575.0,8.0,56.0,2.0,Yes,1,81.0,3.0,23.0,13.0,Completed class VII,Completed class VII,SSC/ Dakhil,SSC/ Dakhil,14.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,2.0,70000.0,20000.0,0.0,150000.0,0.0,10000.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,1.0,,4575,BIHS households,Round 3 (2018-19)
4808,4576.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4576,BIHS households,Round 3 (2018-19)
4809,4577.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4577,BIHS households,Round 3 (2018-19)
4810,4578.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4578,BIHS households,Round 3 (2018-19)
4811,4579.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4579,BIHS households,Round 3 (2018-19)
4812,4580.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4580,BIHS households,Round 3 (2018-19)
4813,4581.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4581,BIHS households,Round 3 (2018-19)
4814,4582.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4582,BIHS households,Round 3 (2018-19)
4815,4583.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4583,BIHS households,Round 3 (2018-19)
4816,4584.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4584,BIHS households,Round 3 (2018-19)
4817,4585.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4585,BIHS households,Round 3 (2018-19)
4818,4586.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4586,BIHS households,Round 3 (2018-19)
4819,4587.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4587,BIHS households,Round 3 (2018-19)
4820,4588.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4588,BIHS households,Round 3 (2018-19)
4821,4589.0,9.0,24.0,2.0,Yes,1,81.0,3.0,20.0,13.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,16.0,Completed class III,Never attended school,Yes,Working own farm (crop),Yes,2.0,1.0,100000.0,40000.0,10000.0,300000.0,1000.0,0.0,0.0,The girl herself wanted to marry,,,0.0,,,4589,BIHS households,Round 3 (2018-19)
4822,4590.0,12.0,29.0,2.0,Yes,1,81.0,3.0,22.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,SSC/ Dakhil,SSC/ Dakhil,Yes,Working own farm (crop),Yes,0.0,1.0,0.0,5000.0,110000.0,150000.0,2000.0,0.0,0.0,Not applicable; she was married after turning 18,,,12.0,34.0,,4590,BIHS households,Round 3 (2018-19)
4823,4591.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4591,BIHS households,Round 3 (2018-19)
4824,4592.0,9.0,0.0,5.0,Yes,1,81.0,3.0,22.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Never attended school,Never attended school,17.0,BA/BSC Pass/Fazil,Never attended school,Yes,Religious leader (Imam/Muazzem/ Khadem/Purohit),Yes,2.0,4.0,100000.0,10000.0,30000.0,150000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,9.0,12.0,,4592,BIHS households,Round 3 (2018-19)
4825,4593.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4593,BIHS households,Round 3 (2018-19)
4826,4594.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4594,BIHS households,Round 3 (2018-19)
4827,4595.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4595.1,BIHS households,Round 3 (2018-19)
4828,4595.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4595.2,BIHS households,Round 3 (2018-19)
4829,4596.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4596,BIHS households,Round 3 (2018-19)
4830,4597.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4597,BIHS households,Round 3 (2018-19)
4831,4598.0,0.0,,2.0,Yes,1,81.0,4.0,24.0,13.0,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,17.0,SSC/ Dakhil,Completed class V,Yes,Retired,Yes,1.0,4.0,0.0,20000.0,100000.0,20000.0,0.0,50000.0,0.0,Pressure from relatives,Pressure from neighbors,,0.0,,,4598,BIHS households,Round 3 (2018-19)
4832,4599.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4599,BIHS households,Round 3 (2018-19)
4833,4600.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4600,BIHS households,Round 3 (2018-19)
4834,4601.1,8.0,18.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,,4601.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4835,4601.2,10.0,36.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,36.0,,4601.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4836,4602.0,9.0,15.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,15.0,,4602,BIHS and additional hhs for FTF,Round 3 (2018-19)
4837,4603.0,14.0,46.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,50.0,,4603,BIHS and additional hhs for FTF,Round 3 (2018-19)
4838,4604.0,10.0,2.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,,4604,BIHS and additional hhs for FTF,Round 3 (2018-19)
4839,4606.0,10.0,10.0,2.0,Yes,1,81.0,3.0,18.0,12.0,Completed class VIII,Completed class VIII,Completed class VII,Completed class VII,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,2.0,50000.0,20000.0,25000.0,250000.0,0.0,0.0,0.0,The girl herself wanted to marry,,,10.0,20.0,,4606,BIHS and additional hhs for FTF,Round 3 (2018-19)
4840,4606.0,,,2.0,Yes,2,82.0,5.0,19.0,13.0,Completed class VII,Completed class VII,Completed class IX,Completed class IX,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,2.0,50000.0,30000.0,25000.0,200000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,,,,4606,BIHS and additional hhs for FTF,Round 3 (2018-19)
4841,4608.0,15.0,15.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,18.0,,4608,BIHS and additional hhs for FTF,Round 3 (2018-19)
4842,4609.1,14.0,45.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,47.0,,4609.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4843,4609.2,9.0,52.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,54.0,,4609.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4844,4610.0,10.0,11.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,,4610,BIHS and additional hhs for FTF,Round 3 (2018-19)
4845,4611.0,11.0,15.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,16.0,,4611,BIHS and additional hhs for FTF,Round 3 (2018-19)
4846,4612.0,13.0,41.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,41.0,,4612,BIHS and additional hhs for FTF,Round 3 (2018-19)
4847,4613.0,9.0,24.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,24.0,,4613,BIHS and additional hhs for FTF,Round 3 (2018-19)
4848,4615.0,10.0,38.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,38.0,,4615,BIHS and additional hhs for FTF,Round 3 (2018-19)
4849,4616.0,11.0,36.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,36.0,,4616,BIHS and additional hhs for FTF,Round 3 (2018-19)
4850,4617.0,9.0,52.0,2.0,Yes,1,81.0,3.0,20.0,13.0,Completed class VII,Completed class VII,SSC/ Dakhil,SSC/ Dakhil,13.0,Completed class II,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,12500.0,20000.0,300000.0,0.0,60000.0,0.0,Thought the groom was very good and they might not get such,Pressure from relatives,,10.0,2.0,,4617,BIHS and additional hhs for FTF,Round 3 (2018-19)
4851,4620.0,10.0,11.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,,4620,BIHS and additional hhs for FTF,Round 3 (2018-19)
4852,4621.0,13.0,25.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0,,4621,BIHS and additional hhs for FTF,Round 3 (2018-19)
4853,4622.0,11.0,27.0,1.0,Yes,1,81.0,3.0,20.0,12.0,Completed class VII,Completed class VII,Completed class V,Completed class V,16.0,Completed class VIII,Never attended school,Yes,Working own farm (crop),Yes,2.0,5.0,0.0,11000.0,5000.0,200000.0,0.0,0.0,0.0,Pressure from relatives,,,11.0,34.0,,4622,BIHS and additional hhs for FTF,Round 3 (2018-19)
4854,4623.0,11.0,41.0,3.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,41.0,,4623,BIHS and additional hhs for FTF,Round 3 (2018-19)
4855,4624.0,9.0,6.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,4624,BIHS and additional hhs for FTF,Round 3 (2018-19)
4856,4625.1,12.0,9.0,2.0,Yes,1,81.0,4.0,23.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,16.0,Completed class VIII,Completed class II,Yes,Physically/mentally challenged,Yes,2.0,3.0,60000.0,0.0,0.0,100000.0,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,12.0,25.0,,4625.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4857,4625.2,11.0,25.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,28.0,,4625.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4858,4626.0,8.0,31.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,4626,BIHS and additional hhs for FTF,Round 3 (2018-19)
4859,4627.0,10.0,10.0,2.0,Yes,1,81.0,3.0,21.0,12.0,Completed class V,Completed class V,Completed class VII,Completed class VII,14.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,17000.0,0.0,500000.0,Not applicable,Not applicable,Not applicable,Marriage proposals were coming for her,,,10.0,15.0,,4627,BIHS and additional hhs for FTF,Round 3 (2018-19)
4860,4628.0,10.0,35.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,35.0,,4628,BIHS and additional hhs for FTF,Round 3 (2018-19)
4861,4629.0,13.0,5.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,,4629,BIHS and additional hhs for FTF,Round 3 (2018-19)
4862,4630.0,9.0,45.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,48.0,,4630,BIHS and additional hhs for FTF,Round 3 (2018-19)
4863,4631.0,14.0,23.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,24.0,,4631,BIHS and additional hhs for FTF,Round 3 (2018-19)
4864,4632.1,8.0,31.0,1.0,Yes,1,81.0,5.0,25.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,17.0,Never attended school,Never attended school,No,,Yes,1.0,3.0,Don?t know,0.0,0.0,Don?t know,Don?t know,Don?t know,Don?t know,Pressure from relatives,"Economic condition was poor to support her (food, education,",,8.0,32.0,,4632.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
4865,4632.2,10.0,47.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,56.0,,4632.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
4866,4635.0,10.0,10.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,,4635,BIHS and additional hhs for FTF,Round 3 (2018-19)
4867,4636.0,9.0,39.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,45.0,,4636,BIHS and additional hhs for FTF,Round 3 (2018-19)
4868,4637.0,11.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,42.0,,4637,BIHS and additional hhs for FTF,Round 3 (2018-19)
4869,4638.0,10.0,6.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,4638,BIHS and additional hhs for FTF,Round 3 (2018-19)
4870,4641.0,8.0,50.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,51.0,,4641,BIHS households,Round 3 (2018-19)
4871,4642.0,10.0,16.0,2.0,Yes,1,81.0,3.0,23.0,13.0,Completed class VIII,Completed class VIII,Completed class VI,Completed class VI,18.0,Never attended school,Completed class V,Yes,Share cropper/tenant,Yes,2.0,3.0,0.0,20000.0,80000.0,150000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,10.0,20.0,,4642,BIHS households,Round 3 (2018-19)
4872,4642.0,,,2.0,Yes,2,82.0,4.0,22.0,12.0,Completed class VII,Completed class VII,Completed class V,Completed class V,17.0,Never attended school,Completed class V,Yes,Share cropper/tenant,Yes,2.0,3.0,50000.0,0.0,0.0,100000.0,0.0,0.0,0.0,"If the girl gets more education, it will be difficult to fin",Marriage proposals were coming for her,,,,,4642,BIHS households,Round 3 (2018-19)
4873,4643.0,8.0,56.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,56.0,,4643,BIHS households,Round 3 (2018-19)
4874,4644.0,11.0,44.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,44.0,,4644,BIHS households,Round 3 (2018-19)
4875,4646.0,9.0,5.0,1.0,Yes,1,81.0,2.0,25.0,13.0,Completed class VII,Completed class VII,Completed class IV,Completed class IV,24.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,10.0,,4646,BIHS households,Round 3 (2018-19)
4876,4646.0,,,1.0,Yes,2,82.0,3.0,27.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class V,Completed class V,18.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,The girl herself wanted to marry,Not applicable; she was married after turning 18,,,,,4646,BIHS households,Round 3 (2018-19)
4877,4647.0,9.0,11.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,,4647,BIHS households,Round 3 (2018-19)
4878,4648.0,10.0,41.0,2.0,Yes,1,81.0,3.0,32.0,13.0,MA/MSC and above Kamil,MA/MSC and above Kamil,Completed class IX,Completed class IX,25.0,Completed class V,Completed class III,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,0.0,0.0,Don?t know,0.0,84000.0,60000.0,Not applicable; she was married after turning 18,,,10.0,42.0,,4648,BIHS households,Round 3 (2018-19)
4879,4649.0,9.0,29.0,2.0,Yes,1,81.0,5.0,30.0,13.0,Completed class VII,Completed class VII,Never attended school,Never attended school,21.0,Never attended school,Never attended school,Yes,Other self-employed (specify),Yes,2.0,2.0,100000.0,0.0,0.0,100000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,9.0,37.0,,4649,BIHS households,Round 3 (2018-19)
4880,4650.0,9.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,,4650,BIHS households,Round 3 (2018-19)
4881,4651.0,15.0,8.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,,4651,BIHS households,Round 3 (2018-19)
4882,4652.0,9.0,20.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,4652,BIHS households,Round 3 (2018-19)
4883,4653.0,9.0,36.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,38.0,,4653,BIHS households,Round 3 (2018-19)
